ANALYST,DATE,BROKER,RATING,RECOMMENDATION,TARGET_PRICE,BBTICKER,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME
Simavies,3/5/2020,Deank,5,buy,1125,GVC LN Equity,Consumer Discretionary,Consumer Services
Julthope,3/5/2020,RBets,5,outperform,1060,GVC LN Equity,Consumer Discretionary,Consumer Services
Heirdson,3/5/2020,UBUBS,5,buy,1075,GVC LN Equity,Consumer Discretionary,Consumer Services
TedNyhan,3/5/2020,J.gan,5,overweight,1040,GVC LN Equity,Consumer Discretionary,Consumer Services
Gavleher,3/5/2020,Goody,5,buy,1090,GVC LN Equity,Consumer Discretionary,Consumer Services
Grehnson,3/5/2020,Shers,5,buy,-2.42E-14,GVC LN Equity,Consumer Discretionary,Consumer Services
Stuordon,3/5/2020,Beerg,5,buy,1200,GVC LN Equity,Consumer Discretionary,Consumer Services
JamClark,3/5/2020,Baays,5,overweight,1050,GVC LN Equity,Consumer Discretionary,Consumer Services
Rictuber,3/4/2020,Nuies,5,buy,1105,GVC LN Equity,Consumer Discretionary,Consumer Services
Alihnson,2/20/2020,Reted,5,buy,-2.42E-14,GVC LN Equity,Consumer Discretionary,Consumer Services
Joshomas,2/19/2020,HSSBC,5,buy,1150,GVC LN Equity,Consumer Discretionary,Consumer Services
Micchell,2/13/2020,Daavy,3,neutral,-2.42E-14,GVC LN Equity,Consumer Discretionary,Consumer Services
Daromina,2/10/2020,Gochs,5,buy,1170,GVC LN Equity,Consumer Discretionary,Consumer Services
Triville,1/3/2020,Wited,5,buy,-2.42E-14,GVC LN Equity,Consumer Discretionary,Consumer Services
VicPease,10/30/2018,Edrch,NA,corporate,-2.42E-14,GVC LN Equity,Consumer Discretionary,Consumer Services
SanBunck,3/5/2020,Baays,1,underweight,460,BLND LN Equity,Real Estate,Real Estate
Chrnneau,3/5/2020,Alope,2,reduce,520,BLND LN Equity,Real Estate,Real Estate
Tomusson,3/1/2020,Lirum,3,hold,585,BLND LN Equity,Real Estate,Real Estate
Matperia,2/24/2020,Peunt,3,hold,575,BLND LN Equity,Real Estate,Real Estate
Robuncan,2/17/2020,Nuies,2,reduce,509,BLND LN Equity,Real Estate,Real Estate
Mirkburn,2/17/2020,Pated,3,hold,602,BLND LN Equity,Real Estate,Real Estate
OsmMalik,2/4/2020,UBUBS,5,buy,725,BLND LN Equity,Real Estate,Real Estate
Aarn Guy,1/29/2020,Ciiti,1,sell,453,BLND LN Equity,Real Estate,Real Estate
Jonnator,1/17/2020,Gochs,5,buy,661,BLND LN Equity,Real Estate,Real Estate
NeiGreen,1/16/2020,J.gan,3,neutral,630,BLND LN Equity,Real Estate,Real Estate
Mic Prew,1/15/2020,Jeies,1,underperform,450,BLND LN Equity,Real Estate,Real Estate
Nitvaraj,1/14/2020,Deank,3,hold,630,BLND LN Equity,Real Estate,Real Estate
MaxNimmo,1/14/2020,Ke Co,3,neutral,610,BLND LN Equity,Real Estate,Real Estate
Johahill,12/9/2019,Stfel,3,hold,575,BLND LN Equity,Real Estate,Real Estate
Barysens,11/27/2019,Moley,5,Overwt/In-Line,630,BLND LN Equity,Real Estate,Real Estate
JulBooth,11/18/2019,RBets,3,sector perform,550,BLND LN Equity,Real Estate,Real Estate
Steckson,10/3/2019,HSSBC,5,buy,643,BLND LN Equity,Real Estate,Real Estate
ValGuezi,8/30/2019,Exbas,3,neutral,680,BLND LN Equity,Real Estate,Real Estate
Antpagna,11/23/2018,ISEVA,3,hold,-2.42E-14,BLND LN Equity,Real Estate,Real Estate
Corrrett,3/6/2020,M LLC,NA,no rating system,-2.42E-14,UBI FP Equity,Communication Services,Media & Entertainment
Jeavador,3/5/2020,Alope,4,add,78.9,UBI FP Equity,Communication Services,Media & Entertainment
Nicnglet,3/3/2020,Exbas,5,outperform,77,UBI FP Equity,Communication Services,Media & Entertainment
Rob Berg,3/2/2020,Beerg,5,buy,81,UBI FP Equity,Communication Services,Media & Entertainment
Doureutz,2/14/2020,Cowen,3,market perform,57,UBI FP Equity,Communication Services,Media & Entertainment
Micickey,2/13/2020,BeLLC,5,buy,81,UBI FP Equity,Communication Services,Media & Entertainment
KenRumph,2/10/2020,Jeies,5,buy,85,UBI FP Equity,Communication Services,Media & Entertainment
Ricudoux,2/7/2020,Soale,5,buy,85,UBI FP Equity,Communication Services,Media & Entertainment
Micel Ng,2/7/2020,Gochs,3,neutral,79,UBI FP Equity,Communication Services,Media & Entertainment
Danerven,2/7/2020,J.gan,5,overweight,85,UBI FP Equity,Communication Services,Media & Entertainment
Thohurst,2/7/2020,Ciiti,5,buy,83,UBI FP Equity,Communication Services,Media & Entertainment
JefCohen,2/7/2020,StInc,5,overweight,85,UBI FP Equity,Communication Services,Media & Entertainment
Micchter,2/7/2020,Weush,5,outperform,86,UBI FP Equity,Communication Services,Media & Entertainment
Eriavary,2/7/2020,CIons,3,neutral,59,UBI FP Equity,Communication Services,Media & Entertainment
EmmMatot,2/7/2020,OdBHF,5,buy,78,UBI FP Equity,Communication Services,Media & Entertainment
Chacotti,2/7/2020,Keeux,3,hold,60,UBI FP Equity,Communication Services,Media & Entertainment
Chaanade,2/7/2020,Miers,5,buy,80,UBI FP Equity,Communication Services,Media & Entertainment
Nicmpsey,2/7/2020,Baays,3,equalweight,69.5,UBI FP Equity,Communication Services,Media & Entertainment
Casy Lea,2/7/2020,ISEVA,1,sell,-2.42E-14,UBI FP Equity,Communication Services,Media & Entertainment
Omaheikh,2/6/2020,Moley,5,Overwt/Attractive,80,UBI FP Equity,Communication Services,Media & Entertainment
Matalker,2/6/2020,Crsse,5,outperform,78,UBI FP Equity,Communication Services,Media & Entertainment
Tylarker,2/6/2020,Keets,3,sector weight,-2.42E-14,UBI FP Equity,Communication Services,Media & Entertainment
Neiacker,2/6/2020,MoInc,3,hold,68,UBI FP Equity,Communication Services,Media & Entertainment
Rayochel,2/6/2020,Corch,5,overweight,76,UBI FP Equity,Communication Services,Media & Entertainment
Annnassi,3/5/2020,Keeux,5,buy,11.6,MB IM Equity,Financials,Banks
Davztajn,3/5/2020,Alope,4,add,9.16,MB IM Equity,Financials,Banks
Chrrrese,3/4/2020,Innte,5,outperform,10.7,MB IM Equity,Financials,Banks
Johholtz,2/28/2020,MoInc,5,buy,10,MB IM Equity,Financials,Banks
Fabnardi,2/21/2020,Fiies,5,buy,9.75,MB IM Equity,Financials,Banks
Domntoro,2/20/2020,HSSBC,3,hold,10.5,MB IM Equity,Financials,Banks
Giozzoli,2/19/2020,EqSpA,5,buy,11.7,MB IM Equity,Financials,Banks
Maneroni,2/7/2020,BaIMI,5,buy,9.9,MB IM Equity,Financials,Banks
Azzuelfi,2/7/2020,Ciiti,5,buy,11.4,MB IM Equity,Financials,Banks
Luintana,2/7/2020,BaSN),3,neutral,11,MB IM Equity,Financials,Banks
Paobione,2/6/2020,Deank,5,buy,11.8,MB IM Equity,Financials,Banks
AntReale,2/6/2020,Moley,3,Equalwt/Attractive,11,MB IM Equity,Financials,Banks
Hug Cruz,2/6/2020,Keods,3,market perform,10.6,MB IM Equity,Financials,Banks
Antpagna,10/4/2019,ISEVA,3,hold,-2.42E-14,MB IM Equity,Financials,Banks
Enrioppi,8/10/2018,Ha SA,5,buy,10.8,MB IM Equity,Financials,Banks
Marustio,2/27/2017,ICBPI,3,neutral,7.3,MB IM Equity,Financials,Banks
Jusordan,3/5/2020,Exbas,3,neutral,320,SMDS LN Equity,Materials,Materials
ThoRands,3/4/2020,Intec,5,buy,440,SMDS LN Equity,Materials,Materials
Mikoepel,3/4/2020,UBUBS,3,neutral,365,SMDS LN Equity,Materials,Materials
Ale Mees,3/4/2020,J.gan,5,overweight,400,SMDS LN Equity,Materials,Materials
Colthorn,3/4/2020,Jeies,3,hold,370,SMDS LN Equity,Materials,Materials
Pauadley,3/4/2020,Ciiti,5,buy,415,SMDS LN Equity,Materials,Materials
DavBrien,3/4/2020,Goody,1,sell,280,SMDS LN Equity,Materials,Materials
Eog Reid,2/27/2020,Beerg,5,buy,400,SMDS LN Equity,Materials,Materials
Harilips,2/24/2020,Peunt,5,buy,440,SMDS LN Equity,Materials,Materials
BarDixon,1/20/2020,Daavy,3,neutral,-2.42E-14,SMDS LN Equity,Materials,Materials
Kevgarty,12/5/2019,Nuies,3,hold,390,SMDS LN Equity,Materials,Materials
Antpagna,9/30/2019,ISEVA,1,underweight,-2.42E-14,SMDS LN Equity,Materials,Materials
Verioc'H,3/5/2020,Alope,4,add,646,PSON LN Equity,Communication Services,Media & Entertainment
SarSimon,2/28/2020,Beerg,1,sell,525,PSON LN Equity,Communication Services,Media & Entertainment
Garavies,2/28/2020,Nuies,1,sell,480,PSON LN Equity,Communication Services,Media & Entertainment
Adaerlin,2/26/2020,UBUBS,3,neutral,625,PSON LN Equity,Communication Services,Media & Entertainment
Samassab,2/26/2020,Exbas,1,underperform,520,PSON LN Equity,Communication Services,Media & Entertainment
Con'Shea,2/25/2020,Keeux,3,hold,550,PSON LN Equity,Communication Services,Media & Entertainment
Matalker,2/24/2020,Crsse,1,underperform,535,PSON LN Equity,Communication Services,Media & Entertainment
Danerven,2/24/2020,J.gan,5,overweight,860,PSON LN Equity,Communication Services,Media & Entertainment
Nicmpsey,2/24/2020,Baays,1,underweight,520,PSON LN Equity,Communication Services,Media & Entertainment
Thohurst,2/21/2020,Ciiti,5,buy,920,PSON LN Equity,Communication Services,Media & Entertainment
Biaallal,2/21/2020,Reted,1,sell,-2.42E-14,PSON LN Equity,Communication Services,Media & Entertainment
